Produto,Categoria do Produto,Quantidade,Preço Unitário,Nome da Loja,Forma de Pagamento,Estado da Loja,Cidade da Loja,Preço Total
Mouse,Periféricos,3,1148.01,Loja Leste,Boleto,SP,Porto Alegre,3444.0299999999997
Laptop,Informática,2,4035.48,Loja Norte,Débito,RS,Salvador,8070.96
Teclado,Informática,1,1506.9,Loja Norte,Boleto,RJ,São Paulo,1506.9
Webcam,Eletrônicos,4,4681.66,Loja Leste,Débito,BA,Rio de Janeiro,18726.64
Tablet,Eletrônicos,8,1289.6,Loja Norte,Crédito,BA,São Paulo,10316.8
Tablet,Periféricos,3,880.22,Loja Leste,Débito,MG,Belo Horizonte,2640.66
Teclado,Eletrônicos,5,2491.95,Loja Sul,Débito,SP,Salvador,12459.75
Webcam,Eletrônicos,5,300.05,Loja Oeste,Crédito,RS,São Paulo,1500.25
Headset,Periféricos,5,230.24,Loja Centro,Débito,RS,Belo Horizonte,1151.2
Headset,Acessórios,9,2505.27,Loja Leste,Crédito,SP,Rio de Janeiro,22547.43
Laptop,Acessórios,8,1114.78,Loja Sul,Boleto,MG,Porto Alegre,8918.24
Webcam,Eletrônicos,8,96.3,Loja Oeste,Boleto,MG,Porto Alegre,770.4
Monitor,Periféricos,1,1515.48,Loja Sul,Boleto,RJ,São Paulo,1515.48
Smartphone,Acessórios,1,2412.97,Loja Centro,Débito,RJ,São Paulo,2412.97
Tablet,Periféricos,2,2001.73,Loja Norte,Crédito,RJ,Rio de Janeiro,4003.46
Webcam,Eletrônicos,8,720.57,Loja Norte,Débito,MG,Porto Alegre,5764.56
Webcam,Eletrônicos,1,2919.39,Loja Sul,Débito,RS,Belo Horizonte,2919.39
Smartphone,Periféricos,4,3566.15,Loja Centro,Débito,BA,São Paulo,14264.6
Smartphone,Informática,9,3393.92,Loja Sul,Crédito,MG,Salvador,30545.28
Impressora,Eletrônicos,2,1999.12,Loja Norte,Débito,SP,Porto Alegre,3998.24
Mouse,Eletrônicos,3,731.1,Loja Sul,Débito,BA,Belo Horizonte,2193.3
Laptop,Eletrônicos,6,2522.46,Loja Oeste,Crédito,MG,Porto Alegre,15134.76
Tablet,Eletrônicos,3,4457.64,Loja Centro,Crédito,MG,Rio de Janeiro,13372.920000000002
Smartphone,Periféricos,4,2370.18,Loja Norte,Boleto,RJ,Salvador,9480.72
Headset,Periféricos,9,1018.62,Loja Sul,Crédito,RS,Belo Horizonte,9167.58
Teclado,Periféricos,9,510.61,Loja Centro,Boleto,RS,Belo Horizonte,4595.49
Headset,Periféricos,5,4722.44,Loja Sul,Boleto,BA,São Paulo,23612.199999999997
Impressora,Informática,7,3727.9,Loja Norte,Débito,MG,Rio de Janeiro,26095.3
Impressora,Periféricos,9,1599.19,Loja Centro,Débito,RJ,Rio de Janeiro,14392.710000000001
Smartphone,Periféricos,8,1511.99,Loja Norte,Débito,SP,Belo Horizonte,12095.92
Impressora,Eletrônicos,7,4481.33,Loja Oeste,Débito,MG,Porto Alegre,31369.309999999998
Monitor,Informática,8,928.96,Loja Oeste,Débito,RJ,Belo Horizonte,7431.68
Smartwatch,Eletrônicos,5,2698.43,Loja Leste,Débito,SP,Belo Horizonte,13492.15
Webcam,Informática,5,3581.85,Loja Centro,Débito,SP,Belo Horizonte,17909.25
Webcam,Acessórios,5,2012.13,Loja Oeste,Boleto,BA,Belo Horizonte,10060.650000000001
Smartphone,Informática,1,247.52,Loja Leste,Boleto,RS,Belo Horizonte,247.52
Impressora,Informática,6,1177.41,Loja Centro,Débito,RS,Belo Horizonte,7064.460000000001
Teclado,Eletrônicos,5,4513.95,Loja Norte,Débito,BA,Porto Alegre,22569.75
Monitor,Informática,8,2639.44,Loja Sul,Boleto,MG,Salvador,21115.52
Laptop,Informática,8,4086.43,Loja Sul,Boleto,RJ,Salvador,32691.44
Impressora,Eletrônicos,2,2800.64,Loja Norte,Crédito,RS,São Paulo,5601.28
Monitor,Acessórios,6,4720.83,Loja Oeste,Crédito,BA,Salvador,28324.98
Mouse,Acessórios,6,4550.21,Loja Sul,Débito,RS,Porto Alegre,27301.260000000002
Laptop,Acessórios,3,2440.3,Loja Norte,Débito,RS,Belo Horizonte,7320.900000000001
Webcam,Informática,1,1625.46,Loja Leste,Débito,RS,Rio de Janeiro,1625.46
Mouse,Eletrônicos,7,3028.26,Loja Leste,Boleto,MG,Porto Alegre,21197.82
Smartphone,Acessórios,5,3390.69,Loja Norte,Débito,BA,Rio de Janeiro,16953.45
Tablet,Acessórios,5,2516.86,Loja Centro,Débito,RS,São Paulo,12584.300000000001
Smartphone,Acessórios,8,4120.3,Loja Oeste,Débito,RS,Porto Alegre,32962.4
Teclado,Acessórios,5,957.48,Loja Oeste,Crédito,BA,Belo Horizonte,4787.4
Monitor,Eletrônicos,5,1705.34,Loja Norte,Crédito,SP,Belo Horizonte,8526.699999999999
Tablet,Acessórios,1,3447.56,Loja Sul,Débito,MG,Porto Alegre,3447.56
Laptop,Informática,2,1271.09,Loja Oeste,Boleto,MG,Porto Alegre,2542.18
Laptop,Informática,5,2227.23,Loja Oeste,Crédito,RJ,Belo Horizonte,11136.15
Mouse,Eletrônicos,7,4820.48,Loja Leste,Débito,RJ,Rio de Janeiro,33743.36
Teclado,Periféricos,3,3148.09,Loja Leste,Crédito,SP,Porto Alegre,9444.27
Webcam,Acessórios,1,4747.83,Loja Leste,Boleto,RJ,Belo Horizonte,4747.83
Impressora,Acessórios,2,3626.08,Loja Oeste,Boleto,RS,Salvador,7252.16
Impressora,Informática,3,3637.1,Loja Oeste,Boleto,RS,Porto Alegre,10911.3
Tablet,Eletrônicos,9,2979.69,Loja Oeste,Boleto,RJ,São Paulo,26817.21
Teclado,Periféricos,8,753.93,Loja Sul,Débito,MG,São Paulo,6031.44
Teclado,Informática,4,2622.59,Loja Sul,Boleto,SP,Porto Alegre,10490.36
Laptop,Periféricos,8,1300.7,Loja Sul,Débito,RS,Belo Horizonte,10405.6
Webcam,Eletrônicos,9,4993.43,Loja Centro,Boleto,SP,Rio de Janeiro,44940.87
Monitor,Eletrônicos,3,1371.46,Loja Oeste,Débito,RJ,Porto Alegre,4114.38
Webcam,Eletrônicos,6,1191.89,Loja Oeste,Boleto,BA,São Paulo,7151.34
Headset,Informática,8,3138.22,Loja Norte,Débito,SP,Rio de Janeiro,25105.76
Teclado,Eletrônicos,7,2579.2,Loja Norte,Crédito,SP,Salvador,18054.399999999998
Smartphone,Informática,9,155.7,Loja Centro,Débito,RJ,Rio de Janeiro,1401.3
Smartwatch,Informática,7,691.19,Loja Norte,Débito,RJ,Salvador,4838.33
Teclado,Acessórios,1,4064.66,Loja Sul,Boleto,RS,São Paulo,4064.66
Tablet,Informática,9,2444.28,Loja Centro,Boleto,BA,Salvador,21998.52
Smartphone,Informática,5,772.78,Loja Centro,Crédito,BA,Rio de Janeiro,3863.8999999999996
Tablet,Acessórios,6,2352.95,Loja Centro,Boleto,SP,São Paulo,14117.699999999999
Mouse,Periféricos,2,1303.09,Loja Leste,Débito,BA,Rio de Janeiro,2606.18
Smartwatch,Acessórios,2,1156.78,Loja Norte,Boleto,RJ,Porto Alegre,2313.56
Smartwatch,Acessórios,4,4790.74,Loja Oeste,Boleto,RJ,Rio de Janeiro,19162.96
Laptop,Eletrônicos,4,1842.02,Loja Leste,Débito,RJ,Porto Alegre,7368.08
Teclado,Eletrônicos,5,279.83,Loja Sul,Crédito,SP,Porto Alegre,1399.1499999999999
Laptop,Acessórios,7,4853.12,Loja Leste,Boleto,MG,Salvador,33971.84
Impressora,Eletrônicos,1,3984.46,Loja Sul,Boleto,RJ,Porto Alegre,3984.46
Tablet,Acessórios,4,1309.35,Loja Oeste,Débito,BA,Salvador,5237.4
Headset,Eletrônicos,9,2074.01,Loja Oeste,Crédito,BA,Porto Alegre,18666.090000000004
Headset,Informática,8,4318.33,Loja Norte,Crédito,RJ,São Paulo,34546.64
Impressora,Eletrônicos,3,1819.2,Loja Leste,Boleto,MG,Salvador,5457.6
Mouse,Eletrônicos,6,2858.65,Loja Oeste,Débito,SP,Rio de Janeiro,17151.9
Headset,Informática,9,2697.54,Loja Sul,Boleto,RJ,Salvador,24277.86
Tablet,Acessórios,8,2036.41,Loja Oeste,Débito,SP,São Paulo,16291.28
Headset,Eletrônicos,7,3215.53,Loja Norte,Débito,MG,Porto Alegre,22508.710000000003
Impressora,Eletrônicos,7,2392.79,Loja Sul,Boleto,RJ,São Paulo,16749.53
Smartphone,Informática,1,155.09,Loja Centro,Débito,RJ,Belo Horizonte,155.09
Laptop,Informática,5,4081.2,Loja Norte,Boleto,RJ,São Paulo,20406.0
Monitor,Informática,7,610.12,Loja Norte,Crédito,RS,São Paulo,4270.84
Tablet,Periféricos,2,2347.25,Loja Centro,Crédito,RJ,São Paulo,4694.5
Laptop,Informática,6,2920.51,Loja Oeste,Boleto,RJ,Rio de Janeiro,17523.06
Smartwatch,Acessórios,2,3542.25,Loja Norte,Crédito,MG,Rio de Janeiro,7084.5
Webcam,Eletrônicos,3,2083.44,Loja Centro,Crédito,MG,São Paulo,6250.32
Headset,Eletrônicos,1,3690.97,Loja Centro,Crédito,RS,Belo Horizonte,3690.97
Headset,Periféricos,3,700.18,Loja Norte,Crédito,RJ,Belo Horizonte,2100.54
Mouse,Eletrônicos,7,3284.56,Loja Leste,Débito,BA,Salvador,22991.92
Laptop,Eletrônicos,5,4140.38,Loja Norte,Boleto,SP,São Paulo,20701.9
Webcam,Acessórios,4,4452.75,Loja Leste,Boleto,RJ,Salvador,17811.0
Headset,Eletrônicos,8,2918.85,Loja Oeste,Crédito,RS,Porto Alegre,23350.8
Smartwatch,Acessórios,8,1598.83,Loja Centro,Boleto,BA,Belo Horizonte,12790.64
Mouse,Periféricos,1,858.61,Loja Sul,Boleto,MG,Porto Alegre,858.61
Laptop,Acessórios,9,1760.52,Loja Norte,Boleto,SP,Porto Alegre,15844.68
Mouse,Informática,9,2722.87,Loja Sul,Débito,RS,São Paulo,24505.829999999998
Laptop,Informática,2,1021.83,Loja Oeste,Crédito,MG,Belo Horizonte,2043.66
Teclado,Periféricos,2,4764.95,Loja Norte,Boleto,RJ,Salvador,9529.9
Teclado,Eletrônicos,8,4490.82,Loja Sul,Débito,RS,Porto Alegre,35926.56
Impressora,Acessórios,6,213.14,Loja Oeste,Crédito,RJ,São Paulo,1278.84
Tablet,Informática,3,2831.71,Loja Leste,Débito,RS,Rio de Janeiro,8495.130000000001
Mouse,Acessórios,2,3957.08,Loja Oeste,Débito,RS,Belo Horizonte,7914.16
Impressora,Informática,5,1264.69,Loja Norte,Débito,RJ,Rio de Janeiro,6323.450000000001
Mouse,Acessórios,8,2643.29,Loja Norte,Boleto,RS,Salvador,21146.32
Headset,Eletrônicos,6,2059.66,Loja Norte,Crédito,MG,Salvador,12357.96
Monitor,Periféricos,3,1022.9,Loja Oeste,Crédito,MG,Salvador,3068.7
Mouse,Eletrônicos,9,3092.95,Loja Norte,Boleto,SP,Belo Horizonte,27836.55
Headset,Acessórios,8,4968.78,Loja Oeste,Crédito,SP,Porto Alegre,39750.24
Webcam,Informática,6,1858.17,Loja Centro,Crédito,RS,São Paulo,11149.02
Teclado,Informática,1,2784.28,Loja Centro,Débito,MG,Porto Alegre,2784.28
Impressora,Periféricos,2,1672.88,Loja Centro,Boleto,RJ,Belo Horizonte,3345.76
Monitor,Eletrônicos,4,4390.9,Loja Sul,Débito,RS,Rio de Janeiro,17563.6
Smartwatch,Eletrônicos,2,4329.78,Loja Centro,Crédito,RJ,São Paulo,8659.56
Teclado,Eletrônicos,3,934.93,Loja Centro,Crédito,BA,Salvador,2804.79
Impressora,Informática,8,4504.75,Loja Oeste,Boleto,SP,Rio de Janeiro,36038.0
Monitor,Periféricos,9,799.97,Loja Oeste,Débito,RS,Porto Alegre,7199.7300000000005
Smartwatch,Informática,6,522.43,Loja Norte,Débito,RS,São Paulo,3134.58
Smartphone,Eletrônicos,4,3282.03,Loja Norte,Débito,RJ,Salvador,13128.12
Headset,Acessórios,2,1960.23,Loja Norte,Boleto,SP,São Paulo,3920.46
Smartphone,Informática,7,2677.17,Loja Oeste,Débito,RJ,Porto Alegre,18740.190000000002
Headset,Periféricos,7,3280.23,Loja Oeste,Débito,RJ,Belo Horizonte,22961.61
Laptop,Eletrônicos,9,311.54,Loja Centro,Crédito,SP,Porto Alegre,2803.86
Tablet,Acessórios,5,1500.12,Loja Leste,Crédito,BA,Belo Horizonte,7500.599999999999
Monitor,Informática,4,2331.49,Loja Oeste,Débito,MG,Salvador,9325.96
Smartphone,Acessórios,6,1369.61,Loja Leste,Débito,MG,Porto Alegre,8217.66
Tablet,Acessórios,2,292.41,Loja Oeste,Crédito,BA,Porto Alegre,584.82
Monitor,Periféricos,2,479.05,Loja Oeste,Boleto,SP,Porto Alegre,958.1
Impressora,Informática,9,4018.65,Loja Sul,Crédito,RS,Porto Alegre,36167.85
Laptop,Periféricos,7,4561.36,Loja Leste,Débito,SP,Belo Horizonte,31929.519999999997
Impressora,Eletrônicos,7,803.55,Loja Sul,Boleto,RJ,Belo Horizonte,5624.849999999999
Headset,Acessórios,5,1283.85,Loja Centro,Débito,SP,Rio de Janeiro,6419.25
Tablet,Periféricos,7,3278.63,Loja Sul,Débito,MG,Salvador,22950.41
Monitor,Periféricos,9,4773.65,Loja Sul,Débito,RS,Salvador,42962.85
Mouse,Eletrônicos,5,1532.97,Loja Centro,Boleto,BA,Belo Horizonte,7664.85
Tablet,Informática,9,4283.31,Loja Leste,Débito,SP,Rio de Janeiro,38549.79
Webcam,Periféricos,1,2554.82,Loja Norte,Boleto,RS,Rio de Janeiro,2554.82
Smartwatch,Acessórios,3,4784.97,Loja Oeste,Crédito,RS,Porto Alegre,14354.91
Smartphone,Acessórios,7,724.48,Loja Leste,Boleto,MG,Rio de Janeiro,5071.360000000001
Monitor,Acessórios,4,4869.68,Loja Centro,Débito,RJ,Salvador,19478.72
Teclado,Acessórios,2,2232.84,Loja Sul,Débito,RS,São Paulo,4465.68
Teclado,Periféricos,3,4767.05,Loja Norte,Crédito,RS,Belo Horizonte,14301.150000000001
Smartwatch,Acessórios,7,2320.52,Loja Sul,Crédito,SP,Porto Alegre,16243.64
Headset,Periféricos,8,2673.91,Loja Oeste,Crédito,BA,Rio de Janeiro,21391.28
Tablet,Informática,9,4033.64,Loja Centro,Boleto,SP,Belo Horizonte,36302.76
Tablet,Acessórios,6,3627.01,Loja Norte,Boleto,MG,Belo Horizonte,21762.06
Teclado,Informática,9,3117.04,Loja Leste,Boleto,RS,Belo Horizonte,28053.36
Tablet,Periféricos,4,2114.05,Loja Leste,Boleto,RJ,Salvador,8456.2
Smartwatch,Eletrônicos,5,3972.57,Loja Centro,Crédito,RS,Porto Alegre,19862.850000000002
Tablet,Informática,1,4743.73,Loja Centro,Débito,RJ,São Paulo,4743.73
Headset,Acessórios,9,98.56,Loja Sul,Débito,RJ,Porto Alegre,887.04
Smartphone,Eletrônicos,9,2959.83,Loja Norte,Boleto,RJ,Rio de Janeiro,26638.47
Webcam,Informática,9,4336.61,Loja Oeste,Crédito,BA,Porto Alegre,39029.49
Smartphone,Periféricos,3,3282.91,Loja Centro,Crédito,SP,Salvador,9848.73
Webcam,Periféricos,8,4014.1,Loja Norte,Crédito,MG,São Paulo,32112.8
Mouse,Periféricos,3,4480.55,Loja Centro,Débito,BA,Porto Alegre,13441.650000000001
Smartphone,Informática,6,3767.21,Loja Centro,Débito,BA,Rio de Janeiro,22603.260000000002
Smartwatch,Periféricos,5,3599.24,Loja Leste,Boleto,RJ,Porto Alegre,17996.199999999997
Laptop,Informática,8,4825.49,Loja Norte,Débito,BA,Salvador,38603.92
Mouse,Acessórios,3,4325.24,Loja Leste,Crédito,MG,Belo Horizonte,12975.72
Webcam,Acessórios,1,4086.12,Loja Leste,Débito,MG,Salvador,4086.12
Webcam,Informática,9,477.7,Loja Norte,Débito,RS,Salvador,4299.3
Mouse,Informática,9,1233.2,Loja Leste,Débito,BA,Salvador,11098.800000000001
Webcam,Eletrônicos,3,2805.94,Loja Sul,Boleto,RS,São Paulo,8417.82
Monitor,Periféricos,2,3562.32,Loja Oeste,Débito,MG,Porto Alegre,7124.64
Laptop,Acessórios,4,1550.91,Loja Oeste,Boleto,BA,Rio de Janeiro,6203.64
Smartwatch,Acessórios,8,511.97,Loja Sul,Débito,RJ,Belo Horizonte,4095.76
Monitor,Eletrônicos,6,1589.94,Loja Centro,Boleto,RJ,Belo Horizonte,9539.64
Webcam,Informática,1,3866.59,Loja Leste,Crédito,BA,São Paulo,3866.59
Smartphone,Informática,8,4393.14,Loja Oeste,Crédito,RS,Rio de Janeiro,35145.12
Monitor,Eletrônicos,5,4568.87,Loja Norte,Crédito,RS,Belo Horizonte,22844.35
Smartphone,Periféricos,6,1925.39,Loja Centro,Boleto,RJ,Rio de Janeiro,11552.34
Mouse,Informática,5,1894.07,Loja Oeste,Crédito,RS,Rio de Janeiro,9470.35
Tablet,Informática,5,2063.2,Loja Leste,Boleto,RJ,Porto Alegre,10316.0
Impressora,Periféricos,3,1910.26,Loja Oeste,Boleto,SP,São Paulo,5730.78
Webcam,Periféricos,4,3347.67,Loja Leste,Boleto,RJ,Salvador,13390.68
Impressora,Eletrônicos,5,1823.7,Loja Centro,Crédito,SP,Salvador,9118.5
Laptop,Eletrônicos,2,150.7,Loja Sul,Boleto,BA,Belo Horizonte,301.4
Smartphone,Eletrônicos,6,2223.17,Loja Leste,Débito,SP,Belo Horizonte,13339.02
Monitor,Informática,2,1159.55,Loja Leste,Crédito,MG,São Paulo,2319.1
Impressora,Eletrônicos,4,192.6,Loja Centro,Débito,RS,Porto Alegre,770.4
Headset,Informática,1,2380.67,Loja Centro,Crédito,SP,Belo Horizonte,2380.67
Webcam,Acessórios,4,1069.48,Loja Norte,Boleto,MG,Belo Horizonte,4277.92
Impressora,Periféricos,7,2291.07,Loja Centro,Boleto,MG,Rio de Janeiro,16037.490000000002
Monitor,Periféricos,8,1424.86,Loja Oeste,Boleto,RS,São Paulo,11398.88
Monitor,Acessórios,2,3038.36,Loja Leste,Crédito,RJ,Salvador,6076.72
Laptop,Eletrônicos,3,4954.84,Loja Sul,Crédito,MG,São Paulo,14864.52
Teclado,Informática,1,2758.8,Loja Centro,Boleto,SP,Salvador,2758.8
Smartwatch,Informática,7,3252.13,Loja Leste,Crédito,RS,Rio de Janeiro,22764.91
Headset,Informática,4,4600.42,Loja Sul,Débito,SP,Porto Alegre,18401.68
Impressora,Periféricos,8,1901.3,Loja Norte,Boleto,RJ,Salvador,15210.4
Smartwatch,Eletrônicos,5,874.41,Loja Oeste,Débito,RS,Rio de Janeiro,4372.05
Headset,Informática,9,1449.85,Loja Norte,Débito,MG,Porto Alegre,13048.65
Teclado,Informática,6,2043.83,Loja Centro,Crédito,SP,Rio de Janeiro,12262.98
Impressora,Informática,2,3242.84,Loja Oeste,Débito,SP,Porto Alegre,6485.68
Headset,Acessórios,1,72.71,Loja Norte,Boleto,MG,Belo Horizonte,72.71
Smartwatch,Informática,1,4274.25,Loja Leste,Débito,MG,Porto Alegre,4274.25
Smartphone,Acessórios,9,426.67,Loja Centro,Crédito,RJ,Salvador,3840.03
Monitor,Informática,1,4508.24,Loja Norte,Crédito,RJ,Porto Alegre,4508.24
Tablet,Informática,3,4749.7,Loja Oeste,Boleto,MG,São Paulo,14249.099999999999
Mouse,Informática,2,4951.01,Loja Oeste,Boleto,RS,Porto Alegre,9902.02
Webcam,Acessórios,4,4057.08,Loja Sul,Boleto,MG,Rio de Janeiro,16228.32
Tablet,Informática,1,752.18,Loja Oeste,Boleto,MG,Salvador,752.18
Impressora,Eletrônicos,1,3545.53,Loja Oeste,Boleto,BA,Belo Horizonte,3545.53
Impressora,Informática,4,1056.44,Loja Centro,Débito,RS,Belo Horizonte,4225.76
Headset,Acessórios,4,4490.78,Loja Oeste,Débito,RS,Rio de Janeiro,17963.12
Monitor,Acessórios,7,1617.2,Loja Sul,Crédito,RJ,Belo Horizonte,11320.4
Teclado,Eletrônicos,8,1667.64,Loja Oeste,Débito,RJ,Salvador,13341.12
Laptop,Periféricos,8,4592.38,Loja Sul,Boleto,RJ,Rio de Janeiro,36739.04
Headset,Eletrônicos,8,115.49,Loja Leste,Boleto,SP,Salvador,923.92
Laptop,Eletrônicos,9,1010.13,Loja Sul,Crédito,RS,Belo Horizonte,9091.17
Mouse,Acessórios,1,2138.56,Loja Centro,Boleto,BA,Belo Horizonte,2138.56
Smartwatch,Informática,9,3518.57,Loja Norte,Crédito,RJ,São Paulo,31667.13
Headset,Informática,8,3255.45,Loja Norte,Débito,RJ,Rio de Janeiro,26043.6
Mouse,Periféricos,1,3363.59,Loja Leste,Débito,RJ,Porto Alegre,3363.59
Webcam,Periféricos,7,4406.11,Loja Centro,Débito,RJ,Rio de Janeiro,30842.769999999997
Headset,Periféricos,9,649.1,Loja Leste,Crédito,RJ,Salvador,5841.900000000001
Monitor,Periféricos,4,2634.7,Loja Leste,Boleto,SP,Belo Horizonte,10538.8
Monitor,Eletrônicos,9,3641.11,Loja Oeste,Crédito,BA,São Paulo,32769.99
Impressora,Eletrônicos,1,3198.79,Loja Oeste,Débito,RS,Rio de Janeiro,3198.79
Webcam,Informática,9,2269.15,Loja Centro,Crédito,BA,Salvador,20422.350000000002
Impressora,Eletrônicos,6,134.72,Loja Norte,Boleto,MG,São Paulo,808.3199999999999
Laptop,Informática,4,349.24,Loja Sul,Crédito,RS,São Paulo,1396.96
Tablet,Informática,5,638.76,Loja Oeste,Débito,RJ,São Paulo,3193.8
Teclado,Informática,7,1748.98,Loja Centro,Boleto,MG,Belo Horizonte,12242.86
Webcam,Informática,4,632.38,Loja Centro,Débito,MG,Salvador,2529.52
Smartwatch,Acessórios,8,2159.11,Loja Norte,Boleto,MG,São Paulo,17272.88
Teclado,Informática,3,934.28,Loja Centro,Boleto,MG,Belo Horizonte,2802.84
Teclado,Eletrônicos,2,3906.87,Loja Centro,Débito,RJ,Belo Horizonte,7813.74
Smartphone,Eletrônicos,1,4363.86,Loja Norte,Débito,MG,Belo Horizonte,4363.86
Headset,Eletrônicos,6,1978.76,Loja Oeste,Débito,BA,Rio de Janeiro,11872.56
Smartwatch,Eletrônicos,2,2581.09,Loja Norte,Crédito,RJ,Belo Horizonte,5162.18
Webcam,Acessórios,8,4769.81,Loja Leste,Débito,MG,Salvador,38158.48
Impressora,Periféricos,4,2700.76,Loja Oeste,Boleto,MG,Porto Alegre,10803.04
Laptop,Periféricos,9,4975.61,Loja Leste,Crédito,BA,Rio de Janeiro,44780.49
Headset,Informática,4,753.55,Loja Centro,Crédito,SP,São Paulo,3014.2
Smartphone,Informática,4,4318.02,Loja Leste,Crédito,SP,Belo Horizonte,17272.08
Laptop,Eletrônicos,8,2511.15,Loja Norte,Crédito,BA,Rio de Janeiro,20089.2
Webcam,Eletrônicos,8,162.43,Loja Norte,Crédito,SP,Rio de Janeiro,1299.44
Tablet,Periféricos,5,4862.5,Loja Sul,Crédito,RS,Salvador,24312.5
Teclado,Periféricos,3,4826.99,Loja Centro,Débito,RS,São Paulo,14480.97
Smartphone,Eletrônicos,2,1947.19,Loja Norte,Boleto,RS,Porto Alegre,3894.38
Laptop,Informática,9,4773.0,Loja Oeste,Débito,SP,Porto Alegre,42957.0
Impressora,Acessórios,9,748.0,Loja Norte,Boleto,RS,Rio de Janeiro,6732.0
Smartphone,Acessórios,5,3416.55,Loja Oeste,Crédito,RS,Rio de Janeiro,17082.75
Laptop,Periféricos,8,1000.05,Loja Centro,Débito,SP,São Paulo,8000.4
Smartphone,Periféricos,7,1270.9,Loja Sul,Débito,BA,Rio de Janeiro,8896.300000000001
Impressora,Periféricos,3,3907.72,Loja Sul,Débito,RJ,Belo Horizonte,11723.16
Impressora,Acessórios,5,1917.92,Loja Leste,Boleto,RS,Porto Alegre,9589.6
Smartwatch,Acessórios,9,85.28,Loja Norte,Crédito,SP,Belo Horizonte,767.52
Monitor,Eletrônicos,4,2100.48,Loja Centro,Crédito,RJ,Salvador,8401.92
Teclado,Informática,3,1178.94,Loja Leste,Crédito,RJ,Rio de Janeiro,3536.82
Headset,Periféricos,7,3432.48,Loja Centro,Boleto,MG,São Paulo,24027.36
Headset,Eletrônicos,8,1012.52,Loja Centro,Débito,RJ,Salvador,8100.16
Webcam,Acessórios,5,4219.15,Loja Leste,Boleto,RS,Salvador,21095.75
Mouse,Eletrônicos,8,1372.11,Loja Centro,Crédito,BA,São Paulo,10976.88
Webcam,Acessórios,5,1995.49,Loja Leste,Boleto,RS,Salvador,9977.45
Mouse,Informática,9,1525.28,Loja Norte,Boleto,MG,Belo Horizonte,13727.52
Smartphone,Acessórios,7,3237.42,Loja Leste,Boleto,RJ,Salvador,22661.940000000002
Mouse,Eletrônicos,5,550.76,Loja Norte,Crédito,MG,São Paulo,2753.8
Monitor,Informática,9,2416.59,Loja Sul,Débito,RS,Porto Alegre,21749.31
Monitor,Acessórios,5,1705.55,Loja Leste,Crédito,RS,Rio de Janeiro,8527.75
Teclado,Periféricos,8,4426.48,Loja Sul,Boleto,RS,São Paulo,35411.84
Laptop,Acessórios,4,413.39,Loja Leste,Débito,BA,Belo Horizonte,1653.56
Headset,Informática,9,4156.99,Loja Centro,Débito,RS,Belo Horizonte,37412.909999999996
Teclado,Eletrônicos,6,880.02,Loja Sul,Crédito,RS,Porto Alegre,5280.12
Monitor,Informática,6,488.46,Loja Oeste,Crédito,RJ,Belo Horizonte,2930.7599999999998
Laptop,Eletrônicos,3,1051.5,Loja Oeste,Débito,BA,São Paulo,3154.5
Webcam,Acessórios,3,558.13,Loja Oeste,Boleto,RJ,Belo Horizonte,1674.3899999999999
Headset,Acessórios,4,2628.87,Loja Sul,Crédito,MG,Porto Alegre,10515.48
Smartwatch,Informática,1,4941.66,Loja Norte,Débito,SP,Porto Alegre,4941.66
Headset,Periféricos,6,219.92,Loja Leste,Débito,RJ,Salvador,1319.52
Smartphone,Acessórios,1,2332.59,Loja Centro,Boleto,BA,Salvador,2332.59
Tablet,Periféricos,4,1961.05,Loja Centro,Débito,RJ,Belo Horizonte,7844.2
Headset,Periféricos,7,1731.05,Loja Sul,Crédito,SP,Belo Horizonte,12117.35
Monitor,Informática,6,1692.72,Loja Oeste,Débito,RJ,Belo Horizonte,10156.32
Smartphone,Acessórios,8,4480.31,Loja Centro,Boleto,SP,Belo Horizonte,35842.48
Impressora,Periféricos,4,143.93,Loja Centro,Boleto,BA,Salvador,575.72
Mouse,Acessórios,9,3885.84,Loja Norte,Boleto,RJ,São Paulo,34972.56
Webcam,Eletrônicos,8,1302.02,Loja Centro,Crédito,BA,São Paulo,10416.16
Smartwatch,Periféricos,5,1947.31,Loja Centro,Crédito,BA,São Paulo,9736.55
Webcam,Informática,6,2129.74,Loja Leste,Crédito,MG,Salvador,12778.439999999999
Impressora,Informática,5,1558.42,Loja Centro,Débito,MG,São Paulo,7792.1
Tablet,Periféricos,6,513.12,Loja Leste,Boleto,RJ,São Paulo,3078.7200000000003
Headset,Acessórios,1,615.94,Loja Oeste,Boleto,RJ,Salvador,615.94
Teclado,Eletrônicos,4,1525.75,Loja Norte,Boleto,BA,Rio de Janeiro,6103.0
Smartphone,Eletrônicos,9,4117.95,Loja Centro,Crédito,MG,Belo Horizonte,37061.549999999996
